40,COC1=CC=C(CNC(C2=NN3C(C(F)(F)F)=CC(C4=CC=CS4)=NC3=C2)=O)C=C1
41,O=C(C1=NN2C(C(F)(F)F)=CC(C3=CC=CS3)=NC2=C1)NCC4=CC=CS4
42,CCCCCCCCCCCCCC(O)=O
43,CCCCCCCCCCCCCCCCCC(O)=O
44,CCCCC\C=C/C\C=C/C\C=C/CCCCC(O)=O
45,CCCCC\C=C/C\C=C/CCCCCCCC(O)=O
46,CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O
47,CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O
48,CCCCCC\C=C/CCCCCCCC(O)=O
49,CCCCCCCC\C=C\CCCCCCCC(O)=O
50,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(O)=O
51,CCCCC\C=C/C=C/CCCCCCCCC(O)=O
52,O=C(C(C(O)=C(NCCCN(C)C)C=C1O)=C1C2=O)C3=C2C=CC=C3
53,C/C(C)=N\N=C1C2=C(N=CN2)NC=N\1
54,C[C@@]35[C@@H]2[C@@H]([C@H]1[C@@](C)([C@@](C)(O)CC1)CC2)CC[C@H]3CC4=NC(=NC=C4C5)C6=CC=CC=C6
55,CC1=C3C(=NC(=C1)N2CCCCC2)C=CC(=C3)CC4=CC6=C(C=C4)N=C(N5CCCCC5)C=C6C
56,C2(=C(C1=CC=C(O1)[S](=O)(=O)O)N=NC(=N2)C3=NC=CC=C3)C4=CC=C([S](=O)(=O)O)O4.[NaH]
57,C[C@]23[C@@H]1[C@]([C@@H]([C@](C(C)C)(Cl)CC1)Cl)(Cl)[C@@H](Cl)C[C@H]2[C@@](C(=O)O)(C)CCC3
58,C(C[P](=O)(O)O)[P](=O)(O)O
59,C(=C(/C(=O)O)CC(=O)O)/C(=O)O
60,C[C@]12[C@@H](C[C@H](CC1)O)CC[C@H]3[C@@H]4[C@@](CC[C@@H]23)([C@H]([C@H](CCC(=O)O)C)CC4)C
61,O=C(C(=O)C1=C2C(=C(O)C(=C1)C(=O)O)C=CC=C2)C3=C4C(=C(O)C(=C3)C(=O)O)C=CC=C4
62,C1(=C2C(=CC(=C1O)C(=O)O)C=CC=C2)CC3=C(O)C(=CC4=CC=CC=C34)C(=O)O
63,OC(=O)C1=C2C(=C(C(=O)O)C=C1)C(=CC=C2C(=O)O)C(=O)O
64,C[C@@]34[C@H]([C@@H]2[C@H]([C@]1(C)C(=CC(=O)CC1)CC2)[C@H](C3)O)CC[C@H]4C5=CSC(=N5)C6=CC=CC=C6
65,C1(/C=C(C(C2=C1C=CC=C2)=O)C(=O)O)=C(/C4=C3C=CC=CC3=C(O)C(=C4)C(=O)O)C5=CC=CC=C5.[NaH]
66,O=C(NC1=C3C(=CC=C1)C(=O)C2=CC=CC=C2C3=O)C7=C5C4=C(C(C6=C(C4=NC=N5)C=CC=C6)=O)C=C7
67,O=[N+]([O-])C1=CC=C(NC2=CC=C(C(OC3=CC=CC=C3)=O)C=C2)C4=NON=C14
68,NC(C(C=C1)=CC=C1C2=CC=C(C3=CC(C4=CC=CO4)=NC(C5=CC=CC=C5)=C3)C=C2)=O
