1958,CN(Cc1cc(Cl)cc(c1O)-c1cc(-c2cc(ccc2Cl)C(F)(F)F)c(C#N)c(=O)[nH]1)C(=O)C1CCN(CC1)C(C)=O,00000000000000000000000000000000000000000110000000000100000000100100000000010000100001110010110001101001001110111101111011100101110100101111101111111111111111111111110
1959,CC(=O)N1CCC(CC1)C(=O)NCc1cc(Cl)cc(c1O)-c1cc(-c2cc(ccc2Cl)C(F)(F)F)c(C#N)c(=O)[nH]1,00000000000000000000000000000000000000000110000000000100000000100100000000010000101001110011100001101001001110111100111011100101110100101111101111111011111111111111110
1960,CN(Cc1cc(Cl)cc(c1O)-c1cc(-c2cc(ccc2Cl)C(F)(F)F)c(C#N)c(=O)[nH]1)C(=O)CCN1CCCC1,00000000000000000000000000000000000000000110000000000100000000100100000000010000100101110010110011101001001110111101111011100101110110101111001111111011111111111111110
1961,CN(Cc1cc(Cl)cc(c1O)-c1cc(-c2cc(ccc2Cl)C(F)(F)F)c(C#N)c(=O)[nH]1)C(=O)CCN1CCOCC1,00000000000000000000000000000000000000000110000000000100010000100100000000010000100001110010110101101001001111111101111011100101110110101111101111111011111111111111110
1962,COC1CCC(CC1)C(=O)N(C)Cc1cc(Cl)cc(c1O)-c1cc(-c2cc(ccc2Cl)C(F)(F)F)c(C#N)c(=O)[nH]1,00000000000000000000000000000000000000000110000000000100000000100100000000000000100001110010110001101001001110101101111001100111110110101101101111111111111111111111110
1963,CN(Cc1cc(Cl)cc(c1O)-c1cc(-c2cc(ccc2Cl)C(F)(F)F)c(C#N)c(=O)[nH]1)C(=O)C1CCN(CC1)C(=O)OC(C)(C)C,00000000000000000000000100000000000000000110000000000100000000100110000000110000100001110010110001101001001110111101011011110111110100101111111111111111111111111111110
1964,CN(Cc1cc(Cl)cc(c1O)-c1cc(-c2cc(ccc2Cl)C(F)(F)F)c(C#N)c(=O)[nH]1)C(=O)C1CCNCC1,00000000000000000000000000000000000000000110000000000100000000100100000000000000101001110011110001101001101110111101011011100101110100101111001111111011111111111111110
1965,COCC(=O)N1CCC(CC1)C(=O)N(C)Cc1cc(Cl)cc(c1O)-c1cc(-c2cc(ccc2Cl)C(F)(F)F)c(C#N)c(=O)[nH]1,00000000000000000000000000000000000000000110000000000100000000100100000010010000100001110010110101101001001111111101011011100111110110101111101111111111111111111111110
1966,CCCC(=O)N1CCC(CC1)C(=O)N(C)Cc1cc(Cl)cc(c1O)-c1cc(-c2cc(ccc2Cl)C(F)(F)F)c(C#N)c(=O)[nH]1,00000000000000000000000000000000000000000110000000000100000000100100000000010000100001110010110001101001001110111111011011100101110110101111101111111111111111111111110
1967,CN(Cc1cc(Cl)cc(c1O)-c1cc(-c2cc(ccc2Cl)C(F)(F)F)c(C#N)c(=O)[nH]1)C(=O)C1CCN(CC1)C(=O)C1CCCCC1,00000000000000000000000000000000000000000110000000000100000000100100000000010000100001110010110001101001001110111101011011100101110100101111101111111011111111111111110
